,teamID,ACC,AGI,ARM,Att,Avg,END,G,HND,INT,KAc,KDi,L,Lg,Name,OVR,PA,PBl,PF,Player,Position,RBl,S,SPE,STR,T,TCK,TD,Team,W,WPct,Yards
305,5,94,60,90,14,3.6,70,14,25,90,1,1,4,20,"Showbiz, G.",95,331,1,394,"Showbiz, G.",QB,1,11,70,61,0,15,0,OCO,10,0.7140000000000001,50
306,6,15,60,15,74,4.1,72,14,70,56,1,1,13,12,"(R) Orosz, C.",52,411,23,228,"(R) Orosz, C.",FB,25,11,82,81,0,20,3,SJS,1,0.071,300
307,6,15,59,15,343,4.4,79,14,53,38,1,1,13,17,"(R) Canton, J.",73,411,24,228,"(R) Canton, J.",RB,24,11,98,53,0,28,11,SJS,1,0.071,1513
308,6,1,74,15,8,2.8,65,14,65,40,1,1,13,5,"Riddick, D.",71,411,25,228,"Riddick, D.",RB,20,11,80,50,0,15,0,SJS,1,0.071,22
309,6,90,56,85,17,1.5,70,14,15,91,1,1,13,6,"(R) Christ, J.",90,411,1,228,"(R) Christ, J.",QB,1,11,56,54,0,15,1,SJS,1,0.071,26
310,7,15,81,15,365,4.3,90,14,75,30,1,1,7,20,"Brown, M.",85,313,20,309,"Brown, M.",RB,20,11,100,57,0,20,15,PHI,7,0.5,1571
311,7,15,71,15,17,3.8,72,14,60,56,1,1,7,11,"(R) Hondo, A.",91,313,60,309,"(R) Hondo, A.",FB,76,11,80,90,0,20,0,PHI,7,0.5,65
312,7,15,70,15,43,5.0,70,13,74,49,1,1,7,12,"O'Sullivan, C.",75,313,33,309,"O'Sullivan, C.",RB,28,11,82,52,0,24,1,PHI,7,0.5,217
313,7,87,60,87,16,3.1,80,14,15,89,1,1,7,11,"(R) Falconi, A.",91,313,1,309,"(R) Falconi, A.",QB,1,11,60,60,0,15,1,PHI,7,0.5,50
314,8,95,73,95,55,7.5,100,14,35,95,1,1,3,53,"Maximus III, B.",100,340,1,464,"Maximus III, B.",QB,1,11,75,64,0,15,1,NO,11,0.7859999999999999,411
315,8,15,67,15,331,4.1,88,14,70,40,1,1,3,20,"Smallwood, D.",77,340,20,464,"Smallwood, D.",RB,20,11,95,50,0,20,19,NO,11,0.7859999999999999,1363
316,1,91,73,93,26,3.5,78,14,15,93,1,1,6,23,"Gambino, C.",98,297,1,454,"Gambino, C.",QB,1,12,74,58,0,35,0,BAL,8,0.5710000000000001,90
317,1,15,75,15,228,5.0,70,14,75,55,1,1,6,36,"Summer, A.",84,297,20,454,"Summer, A.",RB,20,12,99,55,0,20,10,BAL,8,0.5710000000000001,1132
318,1,1,79,1,1,1.0,80,14,90,80,1,1,6,1,"Harp, D.",99,297,50,454,"Harp, D.",TE,55,12,85,85,0,25,0,BAL,8,0.5710000000000001,1
319,1,15,87,15,188,4.2,70,14,75,50,1,1,6,14,"Taylor, O.",86,297,20,454,"Taylor, O.",RB,20,12,95,61,0,20,16,BAL,8,0.5710000000000001,791
320,2,15,60,15,75,5.3,70,14,60,50,1,1,11,14,"Carrasco, T.",70,429,20,287,"Carrasco, T.",RB,20,12,87,49,0,20,2,YKW,3,0.214,397
321,2,95,76,95,14,2.7,94,14,35,95,1,1,11,24,"Applehort, R.",100,429,1,287,"Applehort, R.",QB,1,12,75,70,0,15,0,YKW,3,0.214,38
322,2,1,46,1,2,0.5,69,14,71,50,1,1,11,1,"Pitcher, A.",69,429,30,287,"Pitcher, A.",TE,30,12,78,55,0,25,0,YKW,3,0.214,1
323,2,15,70,15,287,4.2,80,14,80,60,1,1,11,14,"(R) Wizardry, D.",84,429,25,287,"(R) Wizardry, D.",RB,25,12,90,70,0,20,11,YKW,3,0.214,1198
324,3,15,70,15,42,4.1,72,14,70,50,1,1,8,14,"Grau, M.",83,495,58,356,"Grau, M.",RB,58,12,85,85,0,20,0,COL,6,0.429,173
325,3,15,65,15,163,4.1,70,14,40,30,1,1,8,17,"Cansino, D.",73,495,20,356,"Cansino, D.",RB,25,12,90,80,0,20,4,COL,6,0.429,675
326,3,95,80,95,94,5.9,95,14,35,95,1,1,8,70,"McCormick, M.",100,495,1,356,"McCormick, M.",QB,1,12,75,70,0,15,4,COL,6,0.429,555
327,3,15,70,15,52,3.5,71,14,65,35,1,1,8,13,"Strike, L.",71,495,20,356,"Strike, L.",RB,20,12,86,46,0,20,2,COL,6,0.429,180
328,4,15,55,15,180,4.4,71,14,85,54,1,1,7,17,"(R) Asipi III, A.",54,349,25,326,"(R) Asipi III, A.",FB,25,12,91,63,0,20,4,AZ,7,0.5,790
329,4,1,65,1,4,1.2,70,14,80,62,1,1,7,2,"(R) Moore, S.",83,349,39,326,"(R) Moore, S.",TE,50,12,82,68,0,30,0,AZ,7,0.5,5
330,4,94,80,90,17,0.8,80,14,35,94,1,1,7,5,"Fitzpatrick, K.",100,349,1,326,"Fitzpatrick, K.",QB,1,12,80,63,0,15,0,AZ,7,0.5,13
331,4,15,56,15,225,4.6,70,14,71,51,1,1,7,24,"(R) Shady, S.",76,349,20,326,"(R) Shady, S.",RB,20,12,98,54,0,20,4,AZ,7,0.5,1038
332,5,95,65,93,14,3.6,70,14,25,95,1,1,3,23,"Showbiz, G.",99,267,1,383,"Showbiz, G.",QB,1,12,73,61,0,15,1,OCO,11,0.7859999999999999,51
333,5,15,70,15,161,5.2,83,14,85,75,1,1,3,47,"Adams, R.",57,267,25,383,"Adams, R.",FB,25,12,95,60,0,20,9,OCO,11,0.7859999999999999,842
334,5,15,60,15,121,4.6,70,14,80,53,1,1,3,29,"Zephyrous, S.",82,267,31,383,"Zephyrous, S.",RB,50,12,88,80,0,20,2,OCO,11,0.7859999999999999,551
335,6,15,56,15,285,4.7,85,14,67,30,1,1,4,41,"Canton, J.",77,250,24,355,"Canton, J.",RB,24,12,100,64,0,20,10,SJS,10,0.7140000000000001,1352
336,6,90,70,93,16,2.0,70,14,15,91,1,1,4,9,"Christ, J.",96,250,1,355,"Christ, J.",QB,1,12,70,60,0,15,0,SJS,10,0.7140000000000001,32
337,6,15,60,15,137,4.1,73,14,70,60,1,1,4,16,"Orosz, C.",82,250,32,355,"Orosz, C.",RB,25,12,90,85,0,20,3,SJS,10,0.7140000000000001,567
338,7,90,60,90,24,4.4,85,14,15,90,1,1,7,30,"Falconi, A.",94,382,1,361,"Falconi, A.",QB,1,12,64,64,0,15,0,PHI,7,0.5,106
339,7,1,90,1,25,3.6,80,14,70,70,1,1,7,12,"Hondo, A.",93,382,1,361,"Hondo, A.",CB,1,12,95,70,0,64,1,PHI,7,0.5,91
340,7,1,87,1,2,2.0,82,14,99,78,1,1,7,4,"Bush, C.",94,382,20,361,"Bush, C.",WR,20,12,90,74,0,20,0,PHI,7,0.5,4
341,7,15,70,15,174,4.6,70,14,40,35,1,1,7,19,"(R) Flores, R.",66,382,20,361,"(R) Flores, R.",RB,20,12,81,55,0,20,2,PHI,7,0.5,804
342,7,15,93,15,374,4.2,91,14,75,30,1,1,7,34,"Brown, M.",91,382,20,361,"Brown, M.",RB,20,12,100,70,0,20,15,PHI,7,0.5,1555
343,8,95,80,95,65,5.0,100,14,35,95,1,1,10,30,"Maximus III, B.",100,399,25,346,"Maximus III, B.",QB,25,12,75,70,0,35,3,NO,4,0.28600000000000003,325
344,8,15,77,15,188,3.7,71,14,66,50,1,1,10,17,"Gore, B.",78,399,24,346,"Gore, B.",RB,29,12,81,71,0,24,11,NO,4,0.28600000000000003,693
345,1,15,87,15,3,6.3,70,6,75,50,1,1,10,9,"Taylor, O.",86,363,20,323,"Taylor, O.",RB,20,13,95,61,0,20,0,BAL,4,0.28600000000000003,19
346,1,1,78,1,4,1.2,80,14,81,70,1,1,10,4,"Nagasawa, Y.",81,363,10,323,"Nagasawa, Y.",WR,10,13,95,30,0,20,0,BAL,4,0.28600000000000003,5
347,1,20,55,15,102,4.6,20,8,15,20,1,1,10,34,"Trevor, C.",59,363,40,323,"Trevor, C.",RB,92,13,100,40,0,75,3,BAL,4,0.28600000000000003,471
348,1,95,73,93,10,5.4,78,14,15,95,1,1,10,20,"Gambino, C.",100,363,1,323,"Gambino, C.",QB,1,13,74,58,0,35,0,BAL,4,0.28600000000000003,54
349,2,15,60,15,99,4.6,70,14,60,50,1,1,10,17,"Carrasco, T.",70,457,20,342,"Carrasco, T.",RB,20,13,88,49,0,20,6,YKW,4,0.28600000000000003,453
350,2,95,80,95,10,4.1,100,14,35,95,1,1,10,15,"Applehort, R.",100,457,25,342,"Applehort, R.",QB,25,13,75,70,0,35,0,YKW,4,0.28600000000000003,41
351,2,15,75,15,253,4.1,90,14,81,60,1,1,10,14,"Wizardry, D.",86,457,25,342,"Wizardry, D.",RB,25,13,90,72,0,20,8,YKW,4,0.28600000000000003,1042
352,3,15,70,15,167,4.1,72,14,70,50,1,1,6,13,"Grau, M.",83,349,58,417,"Grau, M.",RB,58,13,85,85,0,20,10,COL,8,0.5710000000000001,689
353,3,15,65,15,151,4.4,75,14,40,30,1,1,6,46,"Cansino, D.",73,349,20,417,"Cansino, D.",RB,25,13,90,80,0,20,6,COL,8,0.5710000000000001,671
354,3,95,80,95,51,7.1,89,14,35,95,1,1,6,49,"McCormick, M.",100,349,1,417,"McCormick, M.",QB,1,13,75,70,0,15,5,COL,8,0.5710000000000001,360
355,4,93,80,90,15,2.4,80,14,34,94,1,1,9,17,"Fitzpatrick, K.",100,410,1,338,"Fitzpatrick, K.",QB,1,13,81,66,0,15,0,AZ,5,0.35700000000000004,36
356,4,1,65,1,2,1.5,70,14,80,65,1,1,9,2,"Moore, S.",85,410,45,338,"Moore, S.",TE,50,13,82,70,0,30,0,AZ,5,0.35700000000000004,3
357,4,15,70,15,383,4.1,72,14,71,51,1,1,9,15,"Shady, S.",82,410,20,338,"Shady, S.",RB,20,13,100,59,0,20,14,AZ,5,0.35700000000000004,1571
358,5,15,60,15,137,4.0,75,14,83,54,1,1,5,14,"Zephyrous, S.",83,329,32,363,"Zephyrous, S.",RB,52,13,88,80,0,20,7,OCO,9,0.643,549
359,5,15,80,15,136,5.4,84,14,85,75,1,1,5,19,"Adams, R.",59,329,25,363,"Adams, R.",FB,25,13,95,72,0,20,5,OCO,9,0.643,737
360,5,95,75,95,13,4.9,75,14,25,95,1,1,5,17,"Showbiz, G.",100,329,1,363,"Showbiz, G.",QB,1,13,75,61,0,15,0,OCO,9,0.643,64
361,6,15,74,15,297,4.6,86,14,70,30,1,1,2,19,"Canton, J.",84,276,24,419,"Canton, J.",RB,24,13,100,70,0,20,11,SJS,12,0.857,1356
362,6,90,70,97,22,2.5,78,14,15,92,1,1,2,14,"Christ, J.",98,276,1,419,"Christ, J.",QB,1,13,70,60,0,15,1,SJS,12,0.857,56
363,6,15,60,15,165,4.3,80,14,72,60,1,1,2,20,"Orosz, C.",83,276,43,419,"Orosz, C.",RB,36,13,90,85,0,20,6,SJS,12,0.857,714
364,7,92,60,91,16,2.2,85,14,15,95,1,1,6,9,"Falconi, A.",97,377,1,413,"Falconi, A.",QB,1,13,68,68,0,15,0,PHI,8,0.5710000000000001,36
365,7,1,87,1,1,2.0,65,14,95,78,1,1,6,2,"Bush, C.",91,377,20,413,"Bush, C.",WR,20,13,90,71,0,20,0,PHI,8,0.5710000000000001,2
366,7,15,70,15,129,4.0,73,14,65,35,1,1,6,14,"Strike, L.",41,377,20,413,"Strike, L.",FB,20,13,86,46,0,20,6,PHI,8,0.5710000000000001,520
367,7,15,95,15,318,4.7,95,14,75,60,1,1,6,23,"Brown, M.",95,377,20,413,"Brown, M.",RB,20,13,100,70,0,20,15,PHI,8,0.5710000000000001,1510
368,8,95,66,95,47,3.9,100,14,35,95,1,1,8,25,"Maximus III, B.",100,397,1,343,"Maximus III, B.",QB,1,13,76,50,0,15,1,NO,6,0.429,184
369,8,20,55,15,120,4.1,77,14,71,20,1,1,8,14,"Swift, T.",88,397,56,343,"Swift, T.",FB,92,13,99,40,0,75,3,NO,6,0.429,497
370,8,15,75,15,12,3.2,70,14,65,30,1,1,8,6,"Gore, B.",75,397,20,343,"Gore, B.",RB,25,13,81,71,0,20,0,NO,6,0.429,38
371,8,15,79,15,118,3.8,80,14,40,30,1,1,8,20,"Danielsson, A.",73,397,20,343,"Danielsson, A.",RB,20,13,100,40,0,20,7,NO,6,0.429,453
372,1,15,95,15,368,4.3,99,14,75,64,1,1,3,22,"Brown, M.",96,310,28,448,"Brown, M.",RB,20,14,100,70,0,20,16,BAL,11,0.7859999999999999,1578
373,1,20,55,15,11,4.7,20,14,15,20,1,1,3,17,"Trevor, C.",59,310,40,448,"Trevor, C.",RB,92,14,100,40,0,75,2,BAL,11,0.7859999999999999,52
374,1,95,76,95,36,6.0,90,14,15,95,1,1,3,41,"Gambino, C.",100,310,1,448,"Gambino, C.",QB,1,14,75,58,0,35,1,BAL,11,0.7859999999999999,215
375,1,1,79,1,3,0.7,80,14,90,80,1,1,3,2,"Harp, D.",99,310,50,448,"Harp, D.",TE,55,14,87,85,0,25,0,BAL,11,0.7859999999999999,2
376,2,15,60,15,94,4.5,82,14,60,50,1,1,8,15,"Carrasco, T.",71,326,20,310,"Carrasco, T.",RB,20,14,88,49,0,20,3,YKW,6,0.429,424
377,2,15,80,15,292,4.6,90,14,83,65,1,1,8,25,"Wizardry, D.",92,326,25,310,"Wizardry, D.",RB,25,14,95,77,0,20,8,YKW,6,0.429,1354
378,2,1,49,1,2,4.0,65,14,72,50,1,1,8,7,"Pitcher, A.",53,326,30,310,"Pitcher, A.",FB,30,14,85,53,0,25,0,YKW,6,0.429,8
379,2,95,80,95,9,3.6,99,14,15,95,1,1,8,13,"Applehort, R.",100,326,1,310,"Applehort, R.",QB,1,14,75,70,0,15,0,YKW,6,0.429,32
380,3,15,72,15,160,3.7,79,14,53,40,1,1,10,21,"Cansino, D.",79,442,20,368,"Cansino, D.",RB,25,14,90,80,0,20,6,COL,4,0.28600000000000003,591
381,3,15,70,15,43,5.4,72,14,70,50,1,1,10,13,"Grau, M.",61,442,22,368,"Grau, M.",FB,46,14,85,83,0,20,1,COL,4,0.28600000000000003,233
382,3,95,70,95,75,4.0,82,14,35,95,1,1,10,30,"McCormick, M.",100,442,1,368,"McCormick, M.",QB,1,14,75,70,0,15,2,COL,4,0.28600000000000003,301
383,4,1,50,1,21,0.2,60,14,20,55,1,1,12,2,"Goomba (R), M.",67,523,63,224,"Goomba (R), M.",T,70,14,50,80,0,35,0,AZ,2,0.14300000000000002,5
384,4,93,80,85,9,6.0,82,14,35,90,1,1,12,26,"Reese, A.",97,523,1,224,"Reese, A.",QB,1,14,75,70,0,34,0,AZ,2,0.14300000000000002,54
385,4,15,70,15,41,5.0,65,14,65,30,1,1,12,17,"Gore, B.",72,523,20,224,"Gore, B.",RB,25,14,81,65,0,20,2,AZ,2,0.14300000000000002,205
386,4,15,78,15,395,4.0,80,14,72,51,1,1,12,26,"Shady, S.",88,523,20,224,"Shady, S.",RB,20,14,100,70,0,20,5,AZ,2,0.14300000000000002,1581
387,5,15,60,15,128,4.7,70,14,83,53,1,1,3,43,"Zephyrous, S.",82,281,31,441,"Zephyrous, S.",RB,50,14,88,80,0,20,9,OCO,11,0.7859999999999999,605
388,5,15,80,15,148,4.8,84,14,85,75,1,1,3,53,"Adams, R.",60,281,25,441,"Adams, R.",FB,25,14,95,77,0,20,7,OCO,11,0.7859999999999999,710
389,5,95,80,95,15,5.7,84,14,25,95,1,1,3,24,"Showbiz, G.",100,281,1,441,"Showbiz, G.",QB,1,14,75,61,0,15,1,OCO,11,0.7859999999999999,86
390,6,15,60,15,169,4.6,80,14,72,60,1,1,5,41,"Orosz, C.",83,233,43,392,"Orosz, C.",RB,36,14,90,85,0,20,6,SJS,9,0.643,773
391,6,90,70,100,147,5.5,82,14,15,92,1,1,5,41,"Christ, J.",99,233,1,392,"Christ, J.",QB,1,14,74,60,0,15,6,SJS,9,0.643,814
392,6,15,81,15,194,4.9,93,14,75,38,1,1,5,69,"Canton, J.",89,233,24,392,"Canton, J.",RB,24,14,100,70,0,28,6,SJS,9,0.643,950
393,7,15,58,15,186,4.2,76,14,40,30,1,10,5,22,"(R) Boija, F.",37,331,20,337,"(R) Boija, F.",FB,20,14,95,50,0,20,5,PHI,9,0.643,781
394,7,95,72,95,16,2.4,87,14,15,95,1,1,5,10,"Falconi, A.",100,331,1,337,"Falconi, A.",QB,1,14,68,70,0,15,0,PHI,9,0.643,38
395,7,15,60,15,134,4.3,70,14,45,30,1,1,5,24,"Davenport, C.",36,331,20,337,"Davenport, C.",FB,20,14,91,40,0,20,2,PHI,9,0.643,576
396,7,1,50,1,5,0.4,64,14,20,60,1,1,5,2,"McCargue, B.",70,331,77,337,"McCargue, B.",T,50,14,40,87,0,35,0,PHI,9,0.643,2
397,8,90,66,95,90,6.5,90,14,35,90,1,1,10,44,"Maximus III, B.",97,405,1,331,"Maximus III, B.",QB,1,14,75,50,0,15,7,NO,4,0.28600000000000003,582
398,8,15,79,15,254,4.0,80,14,40,30,1,1,10,32,"Danielsson, A.",73,405,20,331,"Danielsson, A.",RB,20,14,100,40,0,20,8,NO,4,0.28600000000000003,1012
399,1,15,95,15,350,4.5,100,14,75,75,1,1,2,15,"Brown, M.",97,297,40,520,"Brown, M.",RB,20,15,100,70,0,20,14,BAL,12,0.857,1577
400,1,15,87,15,2,7.5,70,10,75,50,1,1,2,8,"Taylor, O.",86,297,20,520,"Taylor, O.",RB,20,15,95,61,0,20,0,BAL,12,0.857,15
401,1,95,70,95,11,3.7,80,14,15,93,1,1,2,15,"Gambino, C.",99,297,1,520,"Gambino, C.",QB,1,15,70,50,0,16,1,BAL,12,0.857,41
402,1,1,79,1,5,0.4,80,14,90,80,1,1,2,1,"Harp, D.",99,297,50,520,"Harp, D.",TE,55,15,87,85,0,25,0,BAL,12,0.857,2
403,2,90,52,90,17,4.0,60,14,25,90,1,1,7,18,"Bigsby, C.",91,305,1,358,"Bigsby, C.",QB,1,15,60,58,0,15,1,YKW,7,0.5,68
404,2,15,82,15,98,5.4,98,14,75,38,1,1,7,39,"Canton, J.",60,305,36,358,"Canton, J.",FB,24,15,100,70,0,36,5,YKW,7,0.5,532
405,2,15,85,15,104,4.3,91,14,85,70,1,1,7,14,"Wizardry, D.",95,305,25,358,"Wizardry, D.",RB,25,15,95,80,0,20,3,YKW,7,0.5,450
406,2,1,70,15,191,4.3,80,14,85,50,1,1,7,16,"Marshall, M.",81,305,30,358,"Marshall, M.",RB,20,15,90,54,0,20,8,YKW,7,0.5,812
407,3,15,72,15,167,4.1,75,14,77,50,1,1,12,16,"Taffy, T.",81,474,25,258,"Taffy, T.",RB,20,15,90,65,0,1,6,COL,2,0.14300000000000002,693
408,3,15,60,15,4,4.5,72,14,70,50,1,1,12,7,"Grau, M.",61,474,25,258,"Grau, M.",FB,45,15,81,80,0,20,0,COL,2,0.14300000000000002,18
409,3,93,56,93,18,2.4,60,14,17,93,1,1,12,10,"McCormick, M.",95,474,1,258,"McCormick, M.",QB,1,15,66,56,0,15,1,COL,2,0.14300000000000002,43
410,3,15,80,15,187,4.3,80,14,53,40,1,1,12,13,"Cansino, D.",81,474,20,258,"Cansino, D.",RB,25,15,90,80,0,20,2,COL,2,0.14300000000000002,804
411,4,1,65,1,1,9.0,70,14,80,65,1,1,8,9,"Moore, S.",75,373,45,351,"Moore, S.",FB,50,15,82,70,0,30,0,AZ,6,0.429,9
412,4,15,83,15,133,4.9,84,14,85,75,1,1,8,19,"Adams, R.",60,373,25,351,"Adams, R.",FB,25,15,95,79,0,20,2,AZ,6,0.429,658
413,4,15,80,15,267,4.1,80,14,74,63,1,1,8,21,"Shady, S.",90,373,20,351,"Shady, S.",RB,20,15,100,70,0,20,7,AZ,6,0.429,1092
414,4,95,80,91,17,4.6,84,14,35,93,1,1,8,20,"Reese, A.",100,373,1,351,"Reese, A.",QB,1,15,75,70,0,15,2,AZ,6,0.429,78
415,5,1,60,1,1,0.0,65,14,75,50,1,1,6,0,"McPoyal, G.",79,299,30,351,"McPoyal, G.",TE,30,15,82,70,0,25,0,OCO,8,0.5710000000000001,0
416,5,15,60,15,78,5.8,70,14,83,53,1,1,6,26,"Zephyrous, S.",69,299,31,351,"Zephyrous, S.",FB,50,15,88,80,0,20,3,OCO,8,0.5710000000000001,453
417,5,15,70,15,230,4.0,74,14,50,45,1,1,6,14,"Reed, A.",71,299,20,351,"Reed, A.",RB,20,15,93,40,0,20,9,OCO,8,0.5710000000000001,926
418,5,95,80,95,15,8.6,90,14,25,95,1,1,6,22,"Showbiz, G.",100,299,1,351,"Showbiz, G.",QB,1,15,75,61,0,15,1,OCO,8,0.5710000000000001,129
419,6,15,60,15,181,4.3,80,14,72,60,1,1,3,15,"Orosz, C.",83,265,43,326,"Orosz, C.",RB,36,15,90,85,0,20,8,SJS,11,0.7859999999999999,772
420,6,15,60,15,140,4.0,70,14,45,30,1,1,3,16,"Davenport, C.",65,265,20,326,"Davenport, C.",RB,20,15,91,40,0,20,5,SJS,11,0.7859999999999999,564
421,6,90,75,100,123,5.3,84,14,20,95,1,1,3,28,"Christ, J.",100,265,1,326,"Christ, J.",QB,1,15,75,60,0,15,6,SJS,11,0.7859999999999999,656
422,7,95,79,95,29,6.7,90,14,15,95,1,1,6,84,"Falconi, A.",100,309,1,340,"Falconi, A.",QB,1,15,75,70,0,15,1,PHI,8,0.5710000000000001,194
423,7,15,70,15,66,4.0,70,14,71,40,1,1,6,17,"Hank (R), F.",75,309,30,340,"Hank (R), F.",RB,20,15,89,51,0,20,4,PHI,8,0.5710000000000001,267
424,7,15,72,15,277,4.3,80,14,70,70,1,1,6,23,"Jones, V.",85,309,25,340,"Jones, V.",RB,25,15,94,70,0,20,9,PHI,8,0.5710000000000001,1195
425,7,1,46,1,6,1.8,60,13,20,60,1,1,6,8,"Polk, J.",74,309,50,340,"Polk, J.",G,85,15,57,80,0,35,0,PHI,8,0.5710000000000001,11
426,7,15,58,15,25,3.9,77,14,40,30,1,10,6,11,"Boija, F.",67,309,20,340,"Boija, F.",RB,20,15,96,50,0,20,1,PHI,8,0.5710000000000001,97
427,8,1,65,29,13,4.7,87,4,67,60,1,1,12,13,"Rosario, L.",78,465,36,283,"Rosario, L.",RB,20,15,90,58,0,25,1,NO,2,0.14300000000000002,61
428,8,20,77,15,256,4.6,81,14,75,30,1,1,12,67,"Swift, T.",48,465,20,283,"Swift, T.",FB,20,15,100,70,0,20,3,NO,2,0.14300000000000002,1167
429,8,15,79,15,164,4.5,80,14,40,30,1,1,12,16,"Danielsson, A.",73,465,20,283,"Danielsson, A.",RB,20,15,100,40,0,20,7,NO,2,0.14300000000000002,735
430,8,90,66,86,14,5.8,80,14,35,85,1,1,12,17,"Maximus III, B.",92,465,1,283,"Maximus III, B.",QB,1,15,74,50,0,15,2,NO,2,0.14300000000000002,81
431,1,1,80,1,4,1.8,90,13,85,80,1,1,6,3,"L'Alto, V.",100,268,60,324,"L'Alto, V.",TE,75,16,85,90,0,50,0,BAL,7,0.5379999999999999,7
432,1,15,70,15,108,4.3,78,13,54,30,1,1,6,17,"Jimbo (R), D.",75,268,30,324,"Jimbo (R), D.",RB,20,16,100,48,0,20,4,BAL,7,0.5379999999999999,467
433,1,15,90,15,260,4.5,99,13,75,60,1,1,6,18,"Brown, M.",94,268,24,324,"Brown, M.",RB,20,16,100,70,0,20,13,BAL,7,0.5379999999999999,1172
434,1,94,60,90,10,10.7,65,13,15,95,1,1,6,61,"Havran (R), C.",97,268,1,324,"Havran (R), C.",QB,1,16,72,62,0,15,1,BAL,7,0.5379999999999999,107
435,2,90,52,93,17,5.6,65,13,25,95,1,1,3,20,"Bigsby, C.",95,312,1,418,"Bigsby, C.",QB,1,16,74,62,0,15,0,YKW,10,0.769,96
436,2,1,72,15,133,4.6,87,13,90,50,1,1,3,20,"Marshall, M.",56,312,30,418,"Marshall, M.",FB,20,16,90,58,0,20,7,YKW,10,0.769,614
437,2,1,65,1,2,1.5,65,13,80,60,1,1,3,2,"Pennington, B.",81,312,10,418,"Pennington, B.",WR,10,16,97,57,0,20,1,YKW,10,0.769,3
438,2,15,82,15,128,4.5,98,13,75,38,1,1,3,15,"Canton, J.",60,312,36,418,"Canton, J.",FB,24,16,100,70,0,36,4,YKW,10,0.769,580
439,3,15,60,15,88,4.0,82,13,60,50,1,1,12,18,"Carrasco, T.",71,424,20,208,"Carrasco, T.",RB,20,16,88,49,0,20,4,COL,1,0.077,349
440,3,15,60,15,12,5.2,70,13,70,44,1,1,12,11,"Grau, M.",49,424,25,208,"Grau, M.",FB,20,16,75,80,0,20,0,COL,1,0.077,62
441,3,15,79,15,317,3.9,80,13,80,50,1,1,12,18,"Taffy, T.",85,424,25,208,"Taffy, T.",RB,20,16,90,70,0,1,5,COL,1,0.077,1221
442,3,85,59,85,16,1.7,60,13,15,84,1,1,12,10,"McDummy (R), W.",86,424,1,208,"McDummy (R), W.",QB,1,16,54,48,0,15,0,COL,1,0.077,27
443,4,95,80,95,22,4.5,92,13,35,95,1,1,6,22,"Reese, A.",100,273,1,297,"Reese, A.",QB,1,16,75,70,0,15,2,AZ,7,0.5379999999999999,98
444,4,15,80,15,213,4.4,80,13,74,63,1,1,6,16,"Shady, S.",90,273,20,297,"Shady, S.",RB,20,16,100,70,0,20,5,AZ,7,0.5379999999999999,932
445,4,1,70,1,8,0.6,73,13,58,50,1,1,6,2,"Mughes, H.",80,273,1,297,"Mughes, H.",CB,1,16,100,60,0,45,0,AZ,7,0.5379999999999999,5
446,4,15,60,15,34,4.8,70,13,83,53,1,1,6,16,"Zephyrous, S.",69,273,31,297,"Zephyrous, S.",FB,50,16,88,80,0,20,1,AZ,7,0.5379999999999999,164
447,4,15,65,15,137,4.2,80,13,80,55,1,1,6,18,"Murphy, J.",48,273,25,297,"Murphy, J.",FB,20,16,90,40,0,20,4,AZ,7,0.5379999999999999,582
448,5,1,52,1,8,3.6,70,13,80,54,1,1,3,10,"Pitcher, A.",56,244,30,417,"Pitcher, A.",FB,30,16,85,57,0,25,0,OCO,10,0.769,29
449,5,95,72,95,12,2.5,80,13,25,95,1,1,3,12,"Showbiz, G.",100,244,1,417,"Showbiz, G.",QB,1,16,75,57,0,15,1,OCO,10,0.769,30
450,5,15,70,15,224,4.2,80,13,57,45,1,1,3,14,"Reed, A.",76,244,20,417,"Reed, A.",RB,20,16,100,40,0,20,11,OCO,10,0.769,935
451,6,15,81,15,68,4.9,70,13,75,50,1,1,6,28,"Bigby (R), L.",83,311,20,337,"Bigby (R), L.",RB,20,16,91,60,0,20,1,SJS,7,0.5379999999999999,333
452,6,90,75,100,127,6.4,85,13,22,95,1,1,6,72,"Christ, J.",100,311,1,337,"Christ, J.",QB,1,16,75,60,0,15,5,SJS,7,0.5379999999999999,810
453,6,15,60,15,148,3.9,80,13,72,60,1,1,6,15,"Orosz, C.",83,311,43,337,"Orosz, C.",RB,36,16,90,85,0,20,5,SJS,7,0.5379999999999999,581
454,6,15,60,15,93,4.5,70,13,45,30,1,1,6,19,"Davenport, C.",65,311,20,337,"Davenport, C.",RB,20,16,91,40,0,20,2,SJS,7,0.5379999999999999,417
455,7,15,70,15,140,4.2,80,13,75,40,1,1,6,15,"Hank, F.",53,306,30,397,"Hank, F.",FB,20,16,90,70,0,20,3,PHI,7,0.5379999999999999,587
456,7,15,58,15,57,4.5,77,13,40,30,1,10,6,33,"Boija, F.",37,306,20,397,"Boija, F.",FB,20,16,96,50,0,20,7,PHI,7,0.5379999999999999,258
457,7,15,80,15,148,4.1,80,13,80,72,1,1,6,19,"Jones, V.",59,306,25,397,"Jones, V.",FB,25,16,95,77,0,20,2,PHI,7,0.5379999999999999,612
458,7,95,80,95,19,4.6,96,13,34,95,1,1,6,16,"Falconi, A.",100,306,1,397,"Falconi, A.",QB,1,16,75,70,0,15,0,PHI,7,0.5379999999999999,88
